time,load,rain,temp,year,month,day,day_of_week,day_type
2015-01-01,2803,0.4,10.7,2015,1,1,3,weekday
2015-01-02,3029,0.0,6.1,2015,1,2,4,weekday
2015-01-03,2980,0.4,4.6,2015,1,3,5,weekend
2015-01-04,2917,0.0,5.5,2015,1,4,6,weekend
2015-01-05,3328,0.1,9.5,2015,1,5,0,weekday
2015-01-06,3357,0.2,5.7,2015,1,6,1,weekday
2015-01-07,3461,0.4,9.2,2015,1,7,2,weekday
2015-01-08,3423,0.2,6.9,2015,1,8,3,weekday
2015-01-09,3396,0.3,10.8,2015,1,9,4,weekday
2015-01-10,3089,0.2,6.0,2015,1,10,5,weekend
2015-01-11,3025,0.1,6.4,2015,1,11,6,weekend
2015-01-12,3365,0.3,6.8,2015,1,12,0,weekday
2015-01-13,3469,0.2,1.8,2015,1,13,1,weekday
2015-01-14,3611,0.7,3.9,2015,1,14,2,weekday
2015-01-15,3555,0.3,4.8,2015,1,15,3,weekday
2015-01-16,3467,0.1,2.8,2015,1,16,4,weekday
2015-01-17,3204,0.1,2.2,2015,1,17,5,weekend
2015-01-18,3102,0.0,2.5,2015,1,18,6,weekend
2015-01-19,3559,0.1,0.5,2015,1,19,0,weekday
2015-01-20,3588,0.2,3.1,2015,1,20,1,weekday
2015-01-21,3539,0.1,3.2,2015,1,21,2,weekday
2015-01-22,3533,0.0,2.6,2015,1,22,3,weekday
2015-01-23,3469,0.1,6.9,2015,1,23,4,weekday
2015-01-24,3179,0.0,4.8,2015,1,24,5,weekend
2015-01-25,2984,0.1,8.6,2015,1,25,6,weekend
2015-01-26,3359,0.0,6.2,2015,1,26,0,weekday
2015-01-27,3428,0.0,6.9,2015,1,27,1,weekday
2015-01-28,3478,0.2,4.8,2015,1,28,2,weekday
2015-01-29,3562,0.3,3.0,2015,1,29,3,weekday
2015-01-30,3483,0.1,4.2,2015,1,30,4,weekday
2015-01-31,3242,0.1,3.1,2015,1,31,5,weekend
2015-02-01,3080,0.0,1.7,2015,2,1,6,weekend
2015-02-02,3491,0.0,1.0,2015,2,2,0,weekday
2015-02-03,3568,0.1,1.1,2015,2,3,1,weekday
2015-02-04,3571,0.0,1.1,2015,2,4,2,weekday
2015-02-05,3556,0.0,3.9,2015,2,5,3,weekday
2015-02-06,3482,0.0,4.6,2015,2,6,4,weekday
2015-02-07,3169,0.0,5.3,2015,2,7,5,weekend
2015-02-08,3071,0.0,2.4,2015,2,8,6,weekend
2015-02-09,3506,0.0,4.5,2015,2,9,0,weekday
2015-02-10,3551,0.0,3.3,2015,2,10,1,weekday
2015-02-11,3538,0.0,4.9,2015,2,11,2,weekday
2015-02-12,3477,0.0,5.9,2015,2,12,3,weekday
2015-02-13,3434,0.3,6.5,2015,2,13,4,weekday
2015-02-14,3072,0.0,5.9,2015,2,14,5,weekend
2015-02-15,2958,0.3,6.2,2015,2,15,6,weekend
2015-02-16,3336,0.1,4.4,2015,2,16,0,weekday
2015-02-17,3446,0.0,5.8,2015,2,17,1,weekday
2015-02-18,3416,0.1,9.6,2015,2,18,2,weekday
2015-02-19,3359,0.1,6.4,2015,2,19,3,weekday
2015-02-20,3370,0.1,3.5,2015,2,20,4,weekday
2015-02-21,3111,0.1,3.6,2015,2,21,5,weekend
2015-02-22,3011,0.5,5.9,2015,2,22,6,weekend
2015-02-23,3514,0.3,4.0,2015,2,23,0,weekday
2015-02-24,3518,0.2,5.6,2015,2,24,1,weekday
2015-02-25,3419,0.1,9.5,2015,2,25,2,weekday
2015-02-26,3382,0.2,5.9,2015,2,26,3,weekday
2015-02-27,3370,0.1,5.1,2015,2,27,4,weekday
2015-02-28,3072,0.1,8.1,2015,2,28,5,weekend
2015-03-01,2985,0.3,4.2,2015,3,1,6,weekend
2015-03-02,3395,0.3,2.3,2015,3,2,0,weekday
2015-03-03,3490,0.2,2.8,2015,3,3,1,weekday
2015-03-04,3451,0.0,5.6,2015,3,4,2,weekday
2015-03-05,3393,0.0,8.6,2015,3,5,3,weekday
2015-03-06,3314,0.0,9.2,2015,3,6,4,weekday
2015-03-07,3047,0.2,10.7,2015,3,7,5,weekend
2015-03-08,2850,0.1,7.0,2015,3,8,6,weekend
2015-03-09,3247,0.3,7.4,2015,3,9,0,weekday
2015-03-10,3275,0.0,6.0,2015,3,10,1,weekday
2015-03-11,3307,0.3,7.3,2015,3,11,2,weekday
2015-03-12,3353,0.5,7.2,2015,3,12,3,weekday
2015-03-13,3275,0.0,3.9,2015,3,13,4,weekday
2015-03-14,3050,0.0,3.9,2015,3,14,5,weekend
2015-03-15,2904,0.0,4.6,2015,3,15,6,weekend
2015-03-16,3241,0.0,5.4,2015,3,16,0,weekday
2015-03-17,2923,0.0,5.7,2015,3,17,1,weekday
2015-03-18,3268,0.0,4.8,2015,3,18,2,weekday
2015-03-19,3312,0.0,5.9,2015,3,19,3,weekday
2015-03-20,3258,0.0,8.0,2015,3,20,4,weekday
2015-03-21,2953,0.0,7.2,2015,3,21,5,weekend
2015-03-22,2795,0.0,6.2,2015,3,22,6,weekend
2015-03-23,3147,0.1,6.9,2015,3,23,0,weekday
2015-03-24,3263,0.1,4.8,2015,3,24,1,weekday
2015-03-25,3325,0.5,4.3,2015,3,25,2,weekday
2015-03-26,3261,0.1,7.4,2015,3,26,3,weekday
2015-03-27,3220,0.0,7.4,2015,3,27,4,weekday
2015-03-28,2962,0.3,10.1,2015,3,28,5,weekend
2015-03-29,2824,0.3,7.3,2015,3,29,6,weekend
2015-03-30,3268,0.3,7.7,2015,3,30,0,weekday
2015-03-31,3303,0.1,6.6,2015,3,31,1,weekday
2015-04-01,3293,0.1,7.2,2015,4,1,2,weekday
2015-04-02,3264,0.3,8.7,2015,4,2,3,weekday
2015-04-03,3088,0.1,8.8,2015,4,3,4,weekday
2015-04-04,2873,0.0,9.5,2015,4,4,5,weekend
2015-04-05,2632,0.0,9.3,2015,4,5,6,weekend
2015-04-06,2651,0.0,8.9,2015,4,6,0,weekday
2015-04-07,2992,0.0,9.5,2015,4,7,1,weekday
2015-04-08,3036,0.0,9.7,2015,4,8,2,weekday
2015-04-09,3009,0.0,9.4,2015,4,9,3,weekday
2015-04-10,3000,0.1,9.1,2015,4,10,4,weekday
2015-04-11,2771,0.2,6.2,2015,4,11,5,weekend
2015-04-12,2693,0.4,6.8,2015,4,12,6,weekend
2015-04-13,3076,0.0,9.3,2015,4,13,0,weekday
2015-04-14,3096,0.0,10.8,2015,4,14,1,weekday
2015-04-15,3110,0.1,8.7,2015,4,15,2,weekday
2015-04-16,3045,0.0,8.4,2015,4,16,3,weekday
2015-04-17,3001,0.0,8.8,2015,4,17,4,weekday
2015-04-18,2712,0.0,9.3,2015,4,18,5,weekend
2015-04-19,2627,0.0,8.4,2015,4,19,6,weekend
2015-04-20,2961,0.0,9.0,2015,4,20,0,weekday
2015-04-21,2988,0.0,9.8,2015,4,21,1,weekday
2015-04-22,2991,0.0,10.7,2015,4,22,2,weekday
2015-04-23,2980,0.0,10.8,2015,4,23,3,weekday
2015-04-24,2975,0.2,9.9,2015,4,24,4,weekday
2015-04-25,2755,0.2,8.1,2015,4,25,5,weekend
2015-04-26,2644,0.0,5.2,2015,4,26,6,weekend
2015-04-27,3059,0.1,4.4,2015,4,27,0,weekday
2015-04-28,3152,0.3,5.4,2015,4,28,1,weekday
2015-04-29,3122,0.1,6.6,2015,4,29,2,weekday
2015-04-30,3075,0.0,7.9,2015,4,30,3,weekday
2015-05-01,3051,0.1,7.5,2015,5,1,4,weekday
2015-05-02,2889,0.7,8.3,2015,5,2,5,weekend
2015-05-03,2668,0.6,11.1,2015,5,3,6,weekend
2015-05-04,2657,0.1,9.7,2015,5,4,0,weekday
2015-05-05,3026,0.6,8.3,2015,5,5,1,weekday
2015-05-06,3109,0.2,9.0,2015,5,6,2,weekday
2015-05-07,3058,0.0,8.5,2015,5,7,3,weekday
2015-05-08,3120,0.4,7.5,2015,5,8,4,weekday
2015-05-09,2783,0.0,10.0,2015,5,9,5,weekend
2015-05-10,2694,0.3,12.3,2015,5,10,6,weekend
2015-05-11,3003,0.1,11.6,2015,5,11,0,weekday
2015-05-12,3011,0.1,9.8,2015,5,12,1,weekday
2015-05-13,2948,0.0,9.3,2015,5,13,2,weekday
2015-05-14,3026,0.1,10.4,2015,5,14,3,weekday
2015-05-15,3023,0.1,10.5,2015,5,15,4,weekday
2015-05-16,2733,0.0,9.6,2015,5,16,5,weekend
2015-05-17,2638,0.1,9.6,2015,5,17,6,weekend
2015-05-18,2972,0.3,8.3,2015,5,18,0,weekday
2015-05-19,3040,0.1,8.2,2015,5,19,1,weekday
2015-05-20,3032,0.0,9.6,2015,5,20,2,weekday
2015-05-21,3073,0.0,11.1,2015,5,21,3,weekday
2015-05-22,2997,0.0,12.5,2015,5,22,4,weekday
2015-05-23,2722,0.1,11.8,2015,5,23,5,weekend
2015-05-24,2562,0.0,11.4,2015,5,24,6,weekend
2015-05-25,2924,0.0,11.6,2015,5,25,0,weekday
2015-05-26,2968,0.0,11.4,2015,5,26,1,weekday
2015-05-27,2980,0.2,9.6,2015,5,27,2,weekday
2015-05-28,2973,0.1,9.5,2015,5,28,3,weekday
2015-05-29,2911,0.2,9.0,2015,5,29,4,weekday
2015-05-30,2662,0.3,9.1,2015,5,30,5,weekend
2015-05-31,2527,0.1,8.9,2015,5,31,6,weekend
2015-06-01,2616,0.5,8.4,2015,6,1,0,weekday
2015-06-02,2940,0.1,10.2,2015,6,2,1,weekday
2015-06-03,2965,0.0,11.0,2015,6,3,2,weekday
2015-06-04,2948,0.1,11.6,2015,6,4,3,weekday
2015-06-05,2910,0.2,11.2,2015,6,5,4,weekday
2015-06-06,2695,0.1,10.6,2015,6,6,5,weekend
2015-06-07,2551,0.0,10.5,2015,6,7,6,weekend
2015-06-08,2777,0.0,10.1,2015,6,8,0,weekday
2015-06-09,2916,0.0,11.0,2015,6,9,1,weekday
2015-06-10,2894,0.0,12.3,2015,6,10,2,weekday
2015-06-11,2912,0.0,13.0,2015,6,11,3,weekday
2015-06-12,2892,0.0,13.5,2015,6,12,4,weekday
2015-06-13,2615,0.0,11.9,2015,6,13,5,weekend
2015-06-14,2481,0.0,11.1,2015,6,14,6,weekend
2015-06-15,2832,0.0,13.0,2015,6,15,0,weekday
2015-06-16,2907,0.0,14.7,2015,6,16,1,weekday
2015-06-17,2954,0.1,14.2,2015,6,17,2,weekday
2015-06-18,2882,0.0,12.4,2015,6,18,3,weekday
2015-06-19,2865,0.0,13.3,2015,6,19,4,weekday
2015-06-20,2617,0.0,14.9,2015,6,20,5,weekend
2015-06-21,2487,0.1,11.9,2015,6,21,6,weekend
2015-06-22,2825,0.0,12.5,2015,6,22,0,weekday
2015-06-23,2906,0.0,13.5,2015,6,23,1,weekday
2015-06-24,2907,0.0,15.0,2015,6,24,2,weekday
2015-06-25,2922,0.1,15.3,2015,6,25,3,weekday
2015-06-26,2881,0.1,15.6,2015,6,26,4,weekday
2015-06-27,2643,0.1,14.8,2015,6,27,5,weekend
2015-06-28,2496,0.1,15.1,2015,6,28,6,weekend
2015-06-29,2838,0.1,15.4,2015,6,29,0,weekday
2015-06-30,2974,0.0,17.9,2015,6,30,1,weekday
2015-07-01,2947,0.1,16.5,2015,7,1,2,weekday
2015-07-02,2919,0.1,15.5,2015,7,2,3,weekday
2015-07-03,2899,0.1,16.7,2015,7,3,4,weekday
2015-07-04,2623,0.1,15.7,2015,7,4,5,weekend
2015-07-05,2465,0.2,14.1,2015,7,5,6,weekend
2015-07-06,2877,0.5,14.5,2015,7,6,0,weekday
2015-07-07,2902,0.2,13.9,2015,7,7,1,weekday
2015-07-08,2889,0.0,13.4,2015,7,8,2,weekday
2015-07-09,2894,0.1,13.3,2015,7,9,3,weekday
2015-07-10,2884,0.1,15.4,2015,7,10,4,weekday
2015-07-11,2634,0.2,14.1,2015,7,11,5,weekend
2015-07-12,2518,0.0,14.4,2015,7,12,6,weekend
2015-07-13,2894,0.3,14.9,2015,7,13,0,weekday
2015-07-14,2904,0.1,13.6,2015,7,14,1,weekday
2015-07-15,2759,0.0,13.4,2015,7,15,2,weekday
2015-07-16,2909,0.3,13.3,2015,7,16,3,weekday
2015-07-17,2844,0.1,13.7,2015,7,17,4,weekday
2015-07-18,2596,0.5,13.3,2015,7,18,5,weekend
2015-07-19,2435,0.1,13.0,2015,7,19,6,weekend
2015-07-20,2854,0.2,14.7,2015,7,20,0,weekday
2015-07-21,2878,0.1,13.8,2015,7,21,1,weekday
2015-07-22,2881,0.0,13.1,2015,7,22,2,weekday
2015-07-23,2876,0.0,12.9,2015,7,23,3,weekday
2015-07-24,2803,0.1,12.1,2015,7,24,4,weekday
2015-07-25,2523,0.0,12.3,2015,7,25,5,weekend
2015-07-26,2483,0.6,13.5,2015,7,26,6,weekend
2015-07-27,2792,0.2,13.4,2015,7,27,0,weekday
2015-07-28,2658,0.1,12.2,2015,7,28,1,weekday
2015-07-29,2788,0.0,12.1,2015,7,29,2,weekday
2015-07-30,2843,0.0,12.2,2015,7,30,3,weekday
2015-07-31,2775,0.2,12.7,2015,7,31,4,weekday
2015-08-01,2549,0.1,13.0,2015,8,1,5,weekend
2015-08-02,2461,0.4,14.2,2015,8,2,6,weekend
2015-08-03,2503,0.2,14.7,2015,8,3,0,weekday
2015-08-04,2794,0.2,13.9,2015,8,4,1,weekday
2015-08-05,2851,0.5,13.5,2015,8,5,2,weekday
2015-08-06,2821,0.0,13.1,2015,8,6,3,weekday
2015-08-07,2785,0.0,12.8,2015,8,7,4,weekday
2015-08-08,2599,0.1,12.9,2015,8,8,5,weekend
2015-08-09,2478,0.0,15.2,2015,8,9,6,weekend
2015-08-10,2803,0.2,14.3,2015,8,10,0,weekday
2015-08-11,2887,0.0,13.3,2015,8,11,1,weekday
2015-08-12,2890,0.0,13.5,2015,8,12,2,weekday
2015-08-13,2893,0.0,13.7,2015,8,13,3,weekday
2015-08-14,2846,0.0,13.0,2015,8,14,4,weekday
2015-08-15,2587,0.0,12.2,2015,8,15,5,weekend
2015-08-16,2506,0.1,13.7,2015,8,16,6,weekend
2015-08-17,2886,0.1,15.2,2015,8,17,0,weekday
2015-08-18,2945,0.0,15.3,2015,8,18,1,weekday
2015-08-19,2967,0.3,15.2,2015,8,19,2,weekday
2015-08-20,2997,0.1,16.0,2015,8,20,3,weekday
2015-08-21,2938,0.0,15.9,2015,8,21,4,weekday
2015-08-22,2671,0.2,14.4,2015,8,22,5,weekend
2015-08-23,2547,0.7,13.3,2015,8,23,6,weekend
2015-08-24,2864,0.0,12.9,2015,8,24,0,weekday
2015-08-25,2941,0.4,12.4,2015,8,25,1,weekday
2015-08-26,2929,0.3,13.1,2015,8,26,2,weekday
2015-08-27,2902,0.2,13.0,2015,8,27,3,weekday
2015-08-28,2897,0.1,13.6,2015,8,28,4,weekday
2015-08-29,2657,0.1,14.0,2015,8,29,5,weekend
2015-08-30,2551,0.0,13.4,2015,8,30,6,weekend
2015-08-31,2940,0.1,12.9,2015,8,31,0,weekday
2015-09-01,2917,0.0,11.9,2015,9,1,1,weekday
2015-09-02,2937,0.0,11.2,2015,9,2,2,weekday
2015-09-03,2983,0.0,11.6,2015,9,3,3,weekday
2015-09-04,2965,0.0,12.7,2015,9,4,4,weekday
2015-09-05,2686,0.0,12.2,2015,9,5,5,weekend
2015-09-06,2604,0.0,11.5,2015,9,6,6,weekend
2015-09-07,2940,0.0,12.0,2015,9,7,0,weekday
2015-09-08,2944,0.0,13.9,2015,9,8,1,weekday
2015-09-09,2955,0.0,13.9,2015,9,9,2,weekday
2015-09-10,2980,0.1,14.9,2015,9,10,3,weekday
2015-09-11,2994,1.1,14.1,2015,9,11,4,weekday
2015-09-12,2667,0.1,12.2,2015,9,12,5,weekend
2015-09-13,2607,0.4,12.1,2015,9,13,6,weekend
2015-09-14,2996,0.4,11.5,2015,9,14,0,weekday
2015-09-15,3009,0.0,11.8,2015,9,15,1,weekday
2015-09-16,3006,0.0,10.6,2015,9,16,2,weekday
2015-09-17,3003,0.1,12.2,2015,9,17,3,weekday
2015-09-18,2924,0.0,13.0,2015,9,18,4,weekday
2015-09-19,2724,0.0,12.6,2015,9,19,5,weekend
2015-09-20,2640,0.3,13.4,2015,9,20,6,weekend
2015-09-21,2931,0.2,11.8,2015,9,21,0,weekday
2015-09-22,3003,0.0,11.0,2015,9,22,1,weekday
2015-09-23,3012,0.1,12.0,2015,9,23,2,weekday
2015-09-24,3006,0.1,10.9,2015,9,24,3,weekday
2015-09-25,3002,0.0,11.6,2015,9,25,4,weekday
2015-09-26,2726,0.0,12.7,2015,9,26,5,weekend
2015-09-27,2592,0.0,12.4,2015,9,27,6,weekend
2015-09-28,2965,0.0,12.7,2015,9,28,0,weekday
2015-09-29,3032,0.0,12.6,2015,9,29,1,weekday
2015-09-30,3071,0.0,11.2,2015,9,30,2,weekday
2015-10-01,3049,0.0,10.6,2015,10,1,3,weekday
2015-10-02,3029,0.0,9.9,2015,10,2,4,weekday
2015-10-03,2790,0.0,9.9,2015,10,3,5,weekend
2015-10-04,2651,0.0,10.7,2015,10,4,6,weekend
2015-10-05,2999,0.3,13.4,2015,10,5,0,weekday
2015-10-06,3075,0.1,13.2,2015,10,6,1,weekday
2015-10-07,3061,0.0,10.3,2015,10,7,2,weekday
2015-10-08,3079,0.0,10.8,2015,10,8,3,weekday
2015-10-09,3043,0.0,12.8,2015,10,9,4,weekday
2015-10-10,2809,0.0,12.1,2015,10,10,5,weekend
2015-10-11,2693,0.0,11.2,2015,10,11,6,weekend
2015-10-12,3017,0.0,9.3,2015,10,12,0,weekday
2015-10-13,3123,0.0,7.5,2015,10,13,1,weekday
2015-10-14,3151,0.0,8.6,2015,10,14,2,weekday
2015-10-15,3170,0.0,9.1,2015,10,15,3,weekday
2015-10-16,3141,0.0,8.2,2015,10,16,4,weekday
2015-10-17,2884,0.0,9.2,2015,10,17,5,weekend
2015-10-18,2785,0.0,9.7,2015,10,18,6,weekend
2015-10-19,3136,0.0,10.0,2015,10,19,0,weekday
2015-10-20,3207,0.2,10.2,2015,10,20,1,weekday
2015-10-21,3207,0.1,13.4,2015,10,21,2,weekday
2015-10-22,3111,0.0,11.3,2015,10,22,3,weekday
2015-10-23,3104,0.3,11.8,2015,10,23,4,weekday
2015-10-24,2824,0.4,8.8,2015,10,24,5,weekend
2015-10-25,2692,0.0,9.3,2015,10,25,6,weekend
2015-10-26,2779,0.2,12.4,2015,10,26,0,weekday
2015-10-27,3141,0.3,11.7,2015,10,27,1,weekday
2015-10-28,3168,0.1,11.0,2015,10,28,2,weekday
2015-10-29,2945,0.2,10.5,2015,10,29,3,weekday
2015-10-30,3563,0.3,12.5,2015,10,30,4,weekday
2015-10-31,2879,0.0,12.5,2015,10,31,5,weekend
2015-11-01,2728,0.0,10.1,2015,11,1,6,weekend
2015-11-02,3108,0.0,11.7,2015,11,2,0,weekday
2015-11-03,3217,0.0,10.4,2015,11,3,1,weekday
2015-11-04,3245,0.0,9.2,2015,11,4,2,weekday
2015-11-05,3551,0.3,11.5,2015,11,5,3,weekday
2015-11-06,3165,0.1,12.2,2015,11,6,4,weekday
2015-11-07,2914,0.3,10.6,2015,11,7,5,weekend
2015-11-08,2819,0.4,10.5,2015,11,8,6,weekend
2015-11-09,3269,0.4,13.0,2015,11,9,0,weekday
2015-11-10,3283,0.2,14.1,2015,11,10,1,weekday
2015-11-11,3228,0.3,11.5,2015,11,11,2,weekday
2015-11-12,3181,0.3,9.8,2015,11,12,3,weekday
2015-11-13,3307,0.3,6.1,2015,11,13,4,weekday
2015-11-14,3109,1.0,10.0,2015,11,14,5,weekend
2015-11-15,2961,0.4,13.8,2015,11,15,6,weekend
2015-11-16,3104,0.1,7.5,2015,11,16,0,weekday
2015-11-17,3329,0.3,8.3,2015,11,17,1,weekday
2015-11-18,3373,0.4,10.3,2015,11,18,2,weekday
2015-11-19,3351,0.1,8.1,2015,11,19,3,weekday
2015-11-20,3376,0.1,5.0,2015,11,20,4,weekday
2015-11-21,3164,0.1,4.7,2015,11,21,5,weekend
2015-11-22,3011,0.0,5.2,2015,11,22,6,weekend
2015-11-23,3429,0.2,6.5,2015,11,23,0,weekday
2015-11-24,3455,0.1,8.8,2015,11,24,1,weekday
2015-11-25,3437,0.1,10.1,2015,11,25,2,weekday
2015-11-26,3403,0.0,11.2,2015,11,26,3,weekday
2015-11-27,3388,0.3,7.4,2015,11,27,4,weekday
2015-11-28,3180,0.4,6.7,2015,11,28,5,weekend
2015-11-29,3059,0.3,8.1,2015,11,29,6,weekend
2015-11-30,3435,0.5,7.2,2015,11,30,0,weekday
2015-12-01,3419,0.2,11.6,2015,12,1,1,weekday
2015-12-02,3415,0.2,9.4,2015,12,2,2,weekday
2015-12-03,3499,0.7,5.3,2015,12,3,3,weekday
2015-12-04,3430,0.4,9.6,2015,12,4,4,weekday
2015-12-05,3237,1.5,11.3,2015,12,5,5,weekend
2015-12-06,2976,0.3,7.6,2015,12,6,6,weekend
2015-12-07,3429,0.2,11.8,2015,12,7,0,weekday
2015-12-08,3455,0.2,7.5,2015,12,8,1,weekday
2015-12-09,3451,0.5,9.7,2015,12,9,2,weekday
2015-12-10,3460,0.2,6.2,2015,12,10,3,weekday
2015-12-11,3408,0.1,5.6,2015,12,11,4,weekday
2015-12-12,3224,1.0,4.7,2015,12,12,5,weekend
2015-12-13,3053,0.2,6.1,2015,12,13,6,weekend
2015-12-14,3408,0.3,9.7,2015,12,14,0,weekday
2015-12-15,3472,0.3,10.6,2015,12,15,1,weekday
2015-12-16,3422,0.1,12.3,2015,12,16,2,weekday
2015-12-17,3371,0.2,12.1,2015,12,17,3,weekday
2015-12-18,3353,0.2,12.2,2015,12,18,4,weekday
2015-12-19,3105,0.2,12.2,2015,12,19,5,weekend
2015-12-20,2956,0.1,8.2,2015,12,20,6,weekend
2015-12-21,3353,0.2,8.5,2015,12,21,0,weekday
2015-12-22,3356,0.5,9.3,2015,12,22,1,weekday
2015-12-23,3270,0.3,7.7,2015,12,23,2,weekday
2015-12-24,3059,0.3,5.3,2015,12,24,3,weekday
2015-12-25,2847,0.6,5.5,2015,12,25,4,weekday
2015-12-26,2695,0.4,6.2,2015,12,26,5,weekend
2015-12-27,2782,0.0,7.0,2015,12,27,6,weekend
2015-12-28,2911,0.7,10.9,2015,12,28,0,weekday
2015-12-29,3042,0.5,8.9,2015,12,29,1,weekday
2015-12-30,3095,0.8,7.5,2015,12,30,2,weekday
2015-12-31,3055,0.3,3.9,2015,12,31,3,weekday
2016-01-01,2900,0.4,5.9,2016,1,1,4,weekday
2016-01-02,2916,0.2,7.5,2016,1,2,5,weekend
2016-01-03,2871,0.4,7.2,2016,1,3,6,weekend
2016-01-04,3310,0.1,6.7,2016,1,4,0,weekday
2016-01-05,3417,0.2,6.5,2016,1,5,1,weekday
2016-01-06,3466,0.4,5.4,2016,1,6,2,weekday
2016-01-07,3446,0.2,4.8,2016,1,7,3,weekday
2016-01-08,3437,0.2,3.9,2016,1,8,4,weekday
2016-01-09,3173,0.3,3.5,2016,1,9,5,weekend
2016-01-10,3040,0.1,3.7,2016,1,10,6,weekend
2016-01-11,3475,0.1,3.9,2016,1,11,0,weekday
2016-01-12,3578,0.1,4.1,2016,1,12,1,weekday
2016-01-13,3635,0.2,2.8,2016,1,13,2,weekday
2016-01-14,3627,0.1,2.4,2016,1,14,3,weekday
2016-01-15,3594,0.1,3.1,2016,1,15,4,weekday
2016-01-16,3301,0.0,3.7,2016,1,16,5,weekend
2016-01-17,3101,0.3,6.3,2016,1,17,6,weekend
2016-01-18,3459,0.1,7.0,2016,1,18,0,weekday
2016-01-19,3525,0.0,5.8,2016,1,19,1,weekday
2016-01-20,3532,0.1,4.9,2016,1,20,2,weekday
2016-01-21,3502,0.2,9.9,2016,1,21,3,weekday
2016-01-22,3392,0.3,10.3,2016,1,22,4,weekday
2016-01-23,3117,0.1,9.5,2016,1,23,5,weekend
2016-01-24,2958,0.1,12.7,2016,1,24,6,weekend
2016-01-25,3320,0.1,10.0,2016,1,25,0,weekday
2016-01-26,3463,0.8,10.0,2016,1,26,1,weekday
2016-01-27,3418,0.4,6.6,2016,1,27,2,weekday
2016-01-28,3520,0.2,7.5,2016,1,28,3,weekday
2016-01-29,3430,0.2,8.5,2016,1,29,4,weekday
