time,load,rain,temp,year,month,day,day_of_week,day_type
2016-01-30,3182,0.1,3.5,2016,1,30,5,weekend
2016-01-31,3014,0.2,8.9,2016,1,31,6,weekend
2016-02-01,3387,0.1,9.1,2016,2,1,0,weekday
2016-02-02,3488,0.1,4.7,2016,2,2,1,weekday
2016-02-03,3481,0.1,5.8,2016,2,3,2,weekday
2016-02-04,3422,0.0,9.9,2016,2,4,3,weekday
2016-02-05,3415,0.3,7.0,2016,2,5,4,weekday
2016-02-06,3181,0.3,5.8,2016,2,6,5,weekend
2016-02-07,3103,0.4,5.4,2016,2,7,6,weekend
2016-02-08,3470,0.5,5.9,2016,2,8,0,weekday
2016-02-09,3583,0.4,3.6,2016,2,9,1,weekday
2016-02-10,3531,0.1,4.0,2016,2,10,2,weekday
2016-02-11,3524,0.0,3.1,2016,2,11,3,weekday
2016-02-12,3481,0.1,3.7,2016,2,12,4,weekday
2016-02-13,3171,0.3,5.0,2016,2,13,5,weekend
2016-02-14,3011,0.0,3.6,2016,2,14,6,weekend
2016-02-15,3462,0.0,2.7,2016,2,15,0,weekday
2016-02-16,3594,0.7,7.0,2016,2,16,1,weekday
2016-02-17,3519,0.3,3.4,2016,2,17,2,weekday
2016-02-18,3502,0.1,3.1,2016,2,18,3,weekday
2016-02-19,3474,0.1,7.2,2016,2,19,4,weekday
2016-02-20,3220,0.1,8.2,2016,2,20,5,weekend
2016-02-21,3040,0.2,9.1,2016,2,21,6,weekend
2016-02-22,3372,0.0,5.1,2016,2,22,0,weekday
2016-02-23,3469,0.0,3.2,2016,2,23,1,weekday
2016-02-24,3514,0.0,2.0,2016,2,24,2,weekday
2016-02-25,3540,0.0,2.8,2016,2,25,3,weekday
2016-02-26,3468,0.3,4.4,2016,2,26,4,weekday
2016-02-27,3197,0.1,4.1,2016,2,27,5,weekend
2016-02-28,3036,0.0,3.6,2016,2,28,6,weekend
2016-02-29,3492,0.5,6.6,2016,2,29,0,weekday
2016-03-01,3486,0.4,8.1,2016,3,1,1,weekday
2016-03-02,3539,0.3,5.5,2016,3,2,2,weekday
2016-03-03,3436,0.1,5.0,2016,3,3,3,weekday
2016-03-04,3578,0.1,4.0,2016,3,4,4,weekday
2016-03-05,3193,0.0,4.3,2016,3,5,5,weekend
2016-03-06,3082,0.1,2.8,2016,3,6,6,weekend
2016-03-07,3379,0.0,5.0,2016,3,7,0,weekday
2016-03-08,3475,0.3,6.4,2016,3,8,1,weekday
2016-03-09,3436,0.1,5.8,2016,3,9,2,weekday
2016-03-10,3426,0.0,7.6,2016,3,10,3,weekday
2016-03-11,3329,0.1,9.7,2016,3,11,4,weekday
2016-03-12,3037,0.0,10.2,2016,3,12,5,weekend
2016-03-13,2884,0.0,9.7,2016,3,13,6,weekend
2016-03-14,3196,0.0,7.7,2016,3,14,0,weekday
2016-03-15,3257,0.0,7.2,2016,3,15,1,weekday
2016-03-16,3288,0.0,7.8,2016,3,16,2,weekday
2016-03-17,2908,0.0,5.7,2016,3,17,3,weekday
2016-03-18,3184,0.0,4.5,2016,3,18,4,weekday
2016-03-19,3028,0.0,6.5,2016,3,19,5,weekend
2016-03-20,2879,0.0,6.1,2016,3,20,6,weekend
2016-03-21,3325,0.0,6.1,2016,3,21,0,weekday
2016-03-22,3373,0.0,6.8,2016,3,22,1,weekday
2016-03-23,3329,0.0,7.5,2016,3,23,2,weekday
2016-03-24,3240,0.2,8.0,2016,3,24,3,weekday
2016-03-25,3096,0.1,8.3,2016,3,25,4,weekday
2016-03-26,2915,0.6,7.3,2016,3,26,5,weekend
2016-03-27,2726,0.2,5.9,2016,3,27,6,weekend
2016-03-28,2788,0.1,5.4,2016,3,28,0,weekday
2016-03-29,3151,0.1,4.8,2016,3,29,1,weekday
2016-03-30,3249,0.1,5.5,2016,3,30,2,weekday
2016-03-31,3218,0.0,6.2,2016,3,31,3,weekday
2016-04-01,3207,0.5,8.0,2016,4,1,4,weekday
2016-04-02,3010,0.2,7.3,2016,4,2,5,weekend
2016-04-03,2901,0.2,8.2,2016,4,3,6,weekend
2016-04-04,3226,0.1,8.2,2016,4,4,0,weekday
2016-04-05,3248,0.1,7.7,2016,4,5,1,weekday
2016-04-06,3236,0.2,6.3,2016,4,6,2,weekday
2016-04-07,3271,0.1,7.4,2016,4,7,3,weekday
2016-04-08,3255,0.2,6.1,2016,4,8,4,weekday
2016-04-09,3001,0.1,3.3,2016,4,9,5,weekend
2016-04-10,2841,0.3,5.4,2016,4,10,6,weekend
2016-04-11,3351,0.3,7.8,2016,4,11,0,weekday
2016-04-12,3388,0.1,7.9,2016,4,12,1,weekday
2016-04-13,3425,0.1,8.3,2016,4,13,2,weekday
2016-04-14,3195,0.0,8.8,2016,4,14,3,weekday
2016-04-15,3187,0.0,6.3,2016,4,15,4,weekday
2016-04-16,2937,0.0,4.9,2016,4,16,5,weekend
2016-04-17,2864,0.0,6.3,2016,4,17,6,weekend
2016-04-18,3185,0.0,8.8,2016,4,18,0,weekday
2016-04-19,3201,0.0,9.0,2016,4,19,1,weekday
2016-04-20,3133,0.0,9.3,2016,4,20,2,weekday
2016-04-21,3124,0.0,9.8,2016,4,21,3,weekday
2016-04-22,3065,0.0,9.4,2016,4,22,4,weekday
2016-04-23,2827,0.0,7.5,2016,4,23,5,weekend
2016-04-24,2708,0.0,7.7,2016,4,24,6,weekend
2016-04-25,3095,0.0,8.1,2016,4,25,0,weekday
2016-04-26,3163,0.0,5.5,2016,4,26,1,weekday
2016-04-27,3194,0.0,4.8,2016,4,27,2,weekday
2016-04-28,3217,0.2,5.3,2016,4,28,3,weekday
2016-04-29,3186,0.1,5.8,2016,4,29,4,weekday
2016-04-30,2886,0.0,7.5,2016,4,30,5,weekend
2016-05-01,2740,0.2,11.3,2016,5,1,6,weekend
2016-05-02,2755,0.3,9.5,2016,5,2,0,weekday
2016-05-03,3054,0.0,9.0,2016,5,3,1,weekday
2016-05-04,3100,0.0,10.1,2016,5,4,2,weekday
2016-05-05,3107,0.0,10.5,2016,5,5,3,weekday
2016-05-06,3005,0.0,9.8,2016,5,6,4,weekday
2016-05-07,2831,0.3,9.6,2016,5,7,5,weekend
2016-05-08,2658,0.1,14.2,2016,5,8,6,weekend
2016-05-09,2959,0.1,15.5,2016,5,9,0,weekday
2016-05-10,3031,0.2,14.0,2016,5,10,1,weekday
2016-05-11,3070,0.0,13.9,2016,5,11,2,weekday
2016-05-12,2974,0.0,15.1,2016,5,12,3,weekday
2016-05-13,2941,0.0,14.0,2016,5,13,4,weekday
2016-05-14,2673,0.0,11.1,2016,5,14,5,weekend
2016-05-15,2584,0.0,10.5,2016,5,15,6,weekend
2016-05-16,2934,0.0,11.0,2016,5,16,0,weekday
2016-05-17,2993,0.2,11.6,2016,5,17,1,weekday
2016-05-18,3002,0.1,10.7,2016,5,18,2,weekday
2016-05-19,2848,0.2,11.4,2016,5,19,3,weekday
2016-05-20,3224,0.3,11.4,2016,5,20,4,weekday
2016-05-21,2717,0.3,11.8,2016,5,21,5,weekend
2016-05-22,2616,0.1,9.8,2016,5,22,6,weekend
2016-05-23,2950,0.0,10.0,2016,5,23,0,weekday
2016-05-24,2974,0.0,11.7,2016,5,24,1,weekday
2016-05-25,2971,0.0,11.1,2016,5,25,2,weekday
2016-05-26,3043,0.0,10.2,2016,5,26,3,weekday
2016-05-27,2969,0.0,12.2,2016,5,27,4,weekday
2016-05-28,2694,0.0,13.5,2016,5,28,5,weekend
2016-05-29,2553,0.1,13.9,2016,5,29,6,weekend
2016-05-30,2895,0.0,14.4,2016,5,30,0,weekday
2016-05-31,2939,0.0,14.3,2016,5,31,1,weekday
2016-06-01,2936,0.0,14.2,2016,6,1,2,weekday
2016-06-02,2927,0.0,14.6,2016,6,2,3,weekday
2016-06-03,2887,0.0,13.6,2016,6,3,4,weekday
2016-06-04,2622,0.0,15.3,2016,6,4,5,weekend
2016-06-05,2492,0.0,16.9,2016,6,5,6,weekend
2016-06-06,2570,0.1,16.7,2016,6,6,0,weekday
2016-06-07,2943,0.0,17.0,2016,6,7,1,weekday
2016-06-08,2999,0.0,16.6,2016,6,8,2,weekday
2016-06-09,2972,0.0,16.3,2016,6,9,3,weekday
2016-06-10,2977,0.2,15.7,2016,6,10,4,weekday
2016-06-11,2704,0.2,15.7,2016,6,11,5,weekend
2016-06-12,2570,0.2,15.1,2016,6,12,6,weekend
2016-06-13,2919,0.3,14.4,2016,6,13,0,weekday
2016-06-14,2969,0.4,13.7,2016,6,14,1,weekday
2016-06-15,2958,0.2,13.8,2016,6,15,2,weekday
2016-06-16,2954,0.0,12.7,2016,6,16,3,weekday
2016-06-17,2902,0.0,12.2,2016,6,17,4,weekday
2016-06-18,2659,0.1,12.8,2016,6,18,5,weekend
2016-06-19,2600,0.5,15.2,2016,6,19,6,weekend
2016-06-20,2907,0.0,14.2,2016,6,20,0,weekday
2016-06-21,2931,0.0,14.4,2016,6,21,1,weekday
2016-06-22,2929,0.0,14.2,2016,6,22,2,weekday
2016-06-23,2945,0.1,13.8,2016,6,23,3,weekday
2016-06-24,2926,0.3,13.2,2016,6,24,4,weekday
2016-06-25,2681,0.0,13.4,2016,6,25,5,weekend
2016-06-26,2581,0.1,14.2,2016,6,26,6,weekend
2016-06-27,2879,0.0,13.5,2016,6,27,0,weekday
2016-06-28,2965,0.3,12.6,2016,6,28,1,weekday
2016-06-29,2963,0.4,13.2,2016,6,29,2,weekday
2016-06-30,2952,0.1,12.3,2016,6,30,3,weekday
2016-07-01,2897,0.2,11.6,2016,7,1,4,weekday
2016-07-02,2643,0.1,12.5,2016,7,2,5,weekend
2016-07-03,2514,0.0,13.1,2016,7,3,6,weekend
2016-07-04,2865,0.2,13.1,2016,7,4,0,weekday
2016-07-05,2933,0.0,13.2,2016,7,5,1,weekday
2016-07-06,2985,0.1,14.4,2016,7,6,2,weekday
2016-07-07,2967,0.0,15.3,2016,7,7,3,weekday
2016-07-08,2911,0.1,15.4,2016,7,8,4,weekday
2016-07-09,2706,0.4,16.6,2016,7,9,5,weekend
2016-07-10,2577,0.2,14.9,2016,7,10,6,weekend
2016-07-11,2881,0.1,13.9,2016,7,11,0,weekday
2016-07-12,2931,0.1,12.8,2016,7,12,1,weekday
2016-07-13,2942,0.1,12.7,2016,7,13,2,weekday
2016-07-14,2947,0.1,13.2,2016,7,14,3,weekday
2016-07-15,2965,0.2,16.6,2016,7,15,4,weekday
2016-07-16,2702,0.0,15.3,2016,7,16,5,weekend
2016-07-17,2569,0.0,16.3,2016,7,17,6,weekend
2016-07-18,2973,0.0,18.6,2016,7,18,0,weekday
2016-07-19,3046,0.0,19.5,2016,7,19,1,weekday
2016-07-20,3002,0.0,16.6,2016,7,20,2,weekday
2016-07-21,3001,0.2,16.5,2016,7,21,3,weekday
2016-07-22,2938,0.0,15.4,2016,7,22,4,weekday
2016-07-23,2696,0.0,15.7,2016,7,23,5,weekend
2016-07-24,2537,0.1,15.0,2016,7,24,6,weekend
2016-07-25,2867,0.1,14.1,2016,7,25,0,weekday
2016-07-26,2937,0.3,15.1,2016,7,26,1,weekday
2016-07-27,2909,0.0,15.0,2016,7,27,2,weekday
2016-07-28,2941,0.2,15.7,2016,7,28,3,weekday
2016-07-29,2885,0.0,15.0,2016,7,29,4,weekday
2016-07-30,2633,0.0,14.1,2016,7,30,5,weekend
2016-07-31,2495,0.0,14.0,2016,7,31,6,weekend
2016-08-01,2531,0.3,14.5,2016,8,1,0,weekday
2016-08-02,2880,0.1,16.5,2016,8,2,1,weekday
2016-08-03,2853,0.2,15.3,2016,8,3,2,weekday
2016-08-04,2922,0.1,15.3,2016,8,4,3,weekday
2016-08-05,2903,0.0,15.1,2016,8,5,4,weekday
2016-08-06,2673,0.0,16.5,2016,8,6,5,weekend
2016-08-07,2542,0.1,15.3,2016,8,7,6,weekend
2016-08-08,2852,0.0,13.8,2016,8,8,0,weekday
2016-08-09,2931,0.0,12.9,2016,8,9,1,weekday
2016-08-10,2992,0.1,13.9,2016,8,10,2,weekday
2016-08-11,3024,0.0,15.2,2016,8,11,3,weekday
2016-08-12,2979,0.1,15.7,2016,8,12,4,weekday
2016-08-13,2706,0.0,14.7,2016,8,13,5,weekend
2016-08-14,2587,0.0,14.7,2016,8,14,6,weekend
2016-08-15,2934,0.0,16.6,2016,8,15,0,weekday
2016-08-16,3028,0.0,18.1,2016,8,16,1,weekday
2016-08-17,3093,0.6,16.1,2016,8,17,2,weekday
2016-08-18,3050,0.1,15.7,2016,8,18,3,weekday
2016-08-19,3025,0.4,15.8,2016,8,19,4,weekday
2016-08-20,2774,0.5,15.2,2016,8,20,5,weekend
2016-08-21,2627,0.2,15.6,2016,8,21,6,weekend
2016-08-22,2988,0.1,16.6,2016,8,22,0,weekday
2016-08-23,3056,0.3,14.4,2016,8,23,1,weekday
2016-08-24,3004,0.0,14.3,2016,8,24,2,weekday
2016-08-25,3012,0.1,14.4,2016,8,25,3,weekday
2016-08-26,2941,0.1,14.5,2016,8,26,4,weekday
2016-08-27,2702,0.0,14.7,2016,8,27,5,weekend
2016-08-28,2594,0.0,15.4,2016,8,28,6,weekend
2016-08-29,2965,0.0,14.8,2016,8,29,0,weekday
2016-08-30,3046,0.1,16.4,2016,8,30,1,weekday
2016-08-31,3028,0.0,14.4,2016,8,31,2,weekday
2016-09-01,3034,0.2,13.9,2016,9,1,3,weekday
2016-09-02,2964,0.0,15.0,2016,9,2,4,weekday
2016-09-03,2771,0.5,14.8,2016,9,3,5,weekend
2016-09-04,2620,0.3,14.9,2016,9,4,6,weekend
2016-09-05,3019,0.2,18.1,2016,9,5,0,weekday
2016-09-06,3098,0.1,18.2,2016,9,6,1,weekday
2016-09-07,3088,0.1,17.6,2016,9,7,2,weekday
2016-09-08,3033,0.1,14.8,2016,9,8,3,weekday
2016-09-09,3009,0.4,14.1,2016,9,9,4,weekday
2016-09-10,2691,0.0,12.9,2016,9,10,5,weekend
2016-09-11,2659,0.1,14.4,2016,9,11,6,weekend
2016-09-12,3110,0.4,15.8,2016,9,12,0,weekday
2016-09-13,3019,0.0,13.3,2016,9,13,1,weekday
2016-09-14,3036,0.1,14.3,2016,9,14,2,weekday
2016-09-15,3070,0.0,14.8,2016,9,15,3,weekday
2016-09-16,3000,0.0,12.8,2016,9,16,4,weekday
2016-09-17,2736,0.0,13.4,2016,9,17,5,weekend
2016-09-18,2624,0.2,13.8,2016,9,18,6,weekend
2016-09-19,2964,0.0,12.4,2016,9,19,0,weekday
2016-09-20,3012,0.0,12.8,2016,9,20,1,weekday
2016-09-21,3044,0.3,12.1,2016,9,21,2,weekday
2016-09-22,3008,0.1,10.6,2016,9,22,3,weekday
2016-09-23,3025,0.1,12.9,2016,9,23,4,weekday
2016-09-24,2846,0.5,15.2,2016,9,24,5,weekend
2016-09-25,2627,0.1,11.2,2016,9,25,6,weekend
2016-09-26,3010,0.1,12.5,2016,9,26,0,weekday
2016-09-27,3058,0.0,14.8,2016,9,27,1,weekday
2016-09-28,3086,0.1,15.8,2016,9,28,2,weekday
2016-09-29,3085,0.1,12.3,2016,9,29,3,weekday
2016-09-30,3030,0.2,10.1,2016,9,30,4,weekday
2016-10-01,2794,0.1,9.4,2016,10,1,5,weekend
2016-10-02,2660,0.0,9.7,2016,10,2,6,weekend
2016-10-03,3054,0.3,14.0,2016,10,3,0,weekday
2016-10-04,3109,0.2,13.7,2016,10,4,1,weekday
2016-10-05,3149,0.0,13.4,2016,10,5,2,weekday
2016-10-06,3143,0.0,11.3,2016,10,6,3,weekday
2016-10-07,3095,0.0,11.5,2016,10,7,4,weekday
2016-10-08,2862,0.0,12.4,2016,10,8,5,weekend
2016-10-09,2733,0.0,11.8,2016,10,9,6,weekend
2016-10-10,3078,0.0,10.7,2016,10,10,0,weekday
2016-10-11,3129,0.0,10.1,2016,10,11,1,weekday
2016-10-12,3143,0.0,10.8,2016,10,12,2,weekday
2016-10-13,3162,0.1,9.4,2016,10,13,3,weekday
2016-10-14,3171,0.2,8.9,2016,10,14,4,weekday
2016-10-15,2887,0.3,9.8,2016,10,15,5,weekend
2016-10-16,2778,0.4,10.7,2016,10,16,6,weekend
2016-10-17,3100,0.1,11.2,2016,10,17,0,weekday
2016-10-18,3203,0.0,9.3,2016,10,18,1,weekday
2016-10-19,3250,0.0,9.4,2016,10,19,2,weekday
2016-10-20,3239,0.0,9.2,2016,10,20,3,weekday
2016-10-21,3219,0.0,9.3,2016,10,21,4,weekday
2016-10-22,2917,0.0,9.9,2016,10,22,5,weekend
2016-10-23,2803,0.0,8.8,2016,10,23,6,weekend
2016-10-24,3211,0.0,8.5,2016,10,24,0,weekday
2016-10-25,3307,0.0,8.4,2016,10,25,1,weekday
2016-10-26,3266,0.0,12.0,2016,10,26,2,weekday
2016-10-27,3255,0.1,12.9,2016,10,27,3,weekday
2016-10-28,3220,0.1,12.7,2016,10,28,4,weekday
2016-10-29,2958,0.0,11.4,2016,10,29,5,weekend
2016-10-30,2798,0.0,11.3,2016,10,30,6,weekend
2016-10-31,2814,0.0,11.2,2016,10,31,0,weekday
2016-11-01,3177,0.0,8.4,2016,11,1,1,weekday
2016-11-02,3266,0.0,6.9,2016,11,2,2,weekday
2016-11-03,3296,0.1,8.3,2016,11,3,3,weekday
2016-11-04,3246,0.1,7.3,2016,11,4,4,weekday
2016-11-05,2994,0.0,6.3,2016,11,5,5,weekend
2016-11-06,2919,0.0,5.3,2016,11,6,6,weekend
2016-11-07,3346,0.0,4.6,2016,11,7,0,weekday
2016-11-08,3436,0.5,6.6,2016,11,8,1,weekday
2016-11-09,3395,0.1,7.6,2016,11,9,2,weekday
2016-11-10,3357,0.0,7.5,2016,11,10,3,weekday
2016-11-11,3393,0.4,8.0,2016,11,11,4,weekday
2016-11-12,3053,0.0,10.0,2016,11,12,5,weekend
2016-11-13,2939,0.0,10.0,2016,11,13,6,weekend
2016-11-14,3278,0.1,12.9,2016,11,14,0,weekday
2016-11-15,3342,0.0,11.1,2016,11,15,1,weekday
2016-11-16,3324,0.2,8.5,2016,11,16,2,weekday
2016-11-17,2841,0.5,4.7,2016,11,17,3,weekday
2016-11-18,3445,0.2,3.6,2016,11,18,4,weekday
2016-11-19,3211,0.1,2.6,2016,11,19,5,weekend
2016-11-20,3128,0.0,1.0,2016,11,20,6,weekend
2016-11-21,3584,0.0,3.0,2016,11,21,0,weekday
2016-11-22,3584,0.0,5.2,2016,11,22,1,weekday
2016-11-23,3620,0.0,2.9,2016,11,23,2,weekday
2016-11-24,3582,0.0,3.4,2016,11,24,3,weekday
2016-11-25,3551,0.0,2.3,2016,11,25,4,weekday
2016-11-26,3298,0.0,3.6,2016,11,26,5,weekend
2016-11-27,3126,0.0,6.9,2016,11,27,6,weekend
2016-11-28,3514,0.0,6.5,2016,11,28,0,weekday
2016-11-29,3580,0.0,4.9,2016,11,29,1,weekday
2016-11-30,3611,0.0,3.6,2016,11,30,2,weekday
2016-12-01,3683,0.0,2.0,2016,12,1,3,weekday
2016-12-02,3615,0.0,3.6,2016,12,2,4,weekday
2016-12-03,3285,0.0,6.3,2016,12,3,5,weekend
2016-12-04,3123,0.0,5.2,2016,12,4,6,weekend
2016-12-05,3544,0.0,5.6,2016,12,5,0,weekday
2016-12-06,3546,0.1,10.9,2016,12,6,1,weekday
2016-12-07,3503,0.1,13.0,2016,12,7,2,weekday
2016-12-08,3437,0.1,10.6,2016,12,8,3,weekday
2016-12-09,3384,0.0,12.0,2016,12,9,4,weekday
2016-12-10,3184,0.0,8.3,2016,12,10,5,weekend
2016-12-11,3042,0.0,7.2,2016,12,11,6,weekend
2016-12-12,3462,0.2,8.4,2016,12,12,0,weekday
2016-12-13,3494,0.2,10.3,2016,12,13,1,weekday
2016-12-14,3524,0.4,8.0,2016,12,14,2,weekday
2016-12-15,3516,0.3,6.8,2016,12,15,3,weekday
2016-12-16,3479,0.2,6.3,2016,12,16,4,weekday
2016-12-17,3221,0.0,4.9,2016,12,17,5,weekend
2016-12-18,3065,0.0,7.5,2016,12,18,6,weekend
2016-12-19,3499,0.0,6.7,2016,12,19,0,weekday
2016-12-20,3649,0.3,4.6,2016,12,20,1,weekday
2016-12-21,3521,0.2,5.8,2016,12,21,2,weekday
2016-12-22,3458,0.1,6.2,2016,12,22,3,weekday
2016-12-23,3357,0.4,7.9,2016,12,23,4,weekday
2016-12-24,3108,0.2,8.5,2016,12,24,5,weekend
2016-12-25,2817,0.1,10.1,2016,12,25,6,weekend
2016-12-26,2779,0.0,5.5,2016,12,26,0,weekday
2016-12-27,2888,0.0,6.0,2016,12,27,1,weekday
2016-12-28,3036,0.0,6.9,2016,12,28,2,weekday
2016-12-29,3125,0.0,8.3,2016,12,29,3,weekday
2016-12-30,3082,0.0,10.8,2016,12,30,4,weekday
2016-12-31,2949,0.2,9.5,2016,12,31,5,weekend
2017-01-01,2818,0.1,4.3,2017,1,1,6,weekend
2017-01-02,3024,0.0,2.2,2017,1,2,0,weekday
2017-01-03,3512,0.0,3.5,2017,1,3,1,weekday
2017-01-04,3577,0.0,4.9,2017,1,4,2,weekday
2017-01-05,3563,0.1,5.9,2017,1,5,3,weekday
2017-01-06,3461,0.4,10.1,2017,1,6,4,weekday
2017-01-07,3155,0.1,9.5,2017,1,7,5,weekend
2017-01-08,2988,0.0,9.6,2017,1,8,6,weekend
2017-01-09,3419,0.3,7.2,2017,1,9,0,weekday
2017-01-10,3497,0.0,9.1,2017,1,10,1,weekday
2017-01-11,3526,0.0,7.2,2017,1,11,2,weekday
2017-01-12,3578,0.2,3.0,2017,1,12,3,weekday
2017-01-13,3615,0.1,2.8,2017,1,13,4,weekday
2017-01-14,3283,0.0,5.6,2017,1,14,5,weekend
2017-01-15,3097,0.0,8.9,2017,1,15,6,weekend
2017-01-16,3446,0.0,9.2,2017,1,16,0,weekday
2017-01-17,3485,0.0,8.8,2017,1,17,1,weekday
2017-01-18,3460,0.0,8.2,2017,1,18,2,weekday
2017-01-19,3480,0.0,6.5,2017,1,19,3,weekday
2017-01-20,3459,0.0,5.1,2017,1,20,4,weekday
2017-01-21,3271,0.0,2.1,2017,1,21,5,weekend
2017-01-22,3139,0.0,2.9,2017,1,22,6,weekend
2017-01-23,3471,0.0,5.8,2017,1,23,0,weekday
2017-01-24,3449,0.1,9.7,2017,1,24,1,weekday
2017-01-25,3462,0.0,9.5,2017,1,25,2,weekday
2017-01-26,3540,0.2,6.6,2017,1,26,3,weekday
2017-01-27,3490,0.2,6.5,2017,1,27,4,weekday
2017-01-28,3215,0.1,3.9,2017,1,28,5,weekend
2017-01-29,3105,0.2,5.0,2017,1,29,6,weekend
2017-01-30,3481,0.2,9.0,2017,1,30,0,weekday
2017-01-31,3475,0.2,8.3,2017,1,31,1,weekday
2017-02-01,3523,0.1,7.4,2017,2,1,2,weekday
2017-02-02,3521,0.2,10.2,2017,2,2,3,weekday
2017-02-03,3470,0.1,5.4,2017,2,3,4,weekday
2017-02-04,3194,0.1,3.1,2017,2,4,5,weekend
2017-02-05,3076,0.0,2.4,2017,2,5,6,weekend
2017-02-06,3561,0.3,6.3,2017,2,6,0,weekday
2017-02-07,3523,0.1,4.3,2017,2,7,1,weekday
2017-02-08,3568,0.0,4.0,2017,2,8,2,weekday
2017-02-09,3602,0.0,5.4,2017,2,9,3,weekday
2017-02-10,3608,0.0,2.8,2017,2,10,4,weekday
2017-02-11,3329,0.0,2.9,2017,2,11,5,weekend
2017-02-12,3269,0.1,3.8,2017,2,12,6,weekend
2017-02-13,3620,0.1,6.9,2017,2,13,0,weekday
2017-02-14,3626,0.1,7.4,2017,2,14,1,weekday
2017-02-15,3530,0.1,8.5,2017,2,15,2,weekday
2017-02-16,3542,0.1,8.2,2017,2,16,3,weekday
2017-02-17,3461,0.1,9.7,2017,2,17,4,weekday
2017-02-18,3135,0.0,9.6,2017,2,18,5,weekend
2017-02-19,2989,0.0,10.1,2017,2,19,6,weekend
2017-02-20,3392,0.0,10.6,2017,2,20,0,weekday
2017-02-21,3442,0.2,10.2,2017,2,21,1,weekday
2017-02-22,3475,0.3,9.2,2017,2,22,2,weekday
2017-02-23,3496,0.3,6.4,2017,2,23,3,weekday
2017-02-24,3481,0.0,6.1,2017,2,24,4,weekday
2017-02-25,3170,0.2,9.1,2017,2,25,5,weekend
2017-02-26,3038,0.4,7.1,2017,2,26,6,weekend
2017-02-27,3442,0.1,2.9,2017,2,27,0,weekday
2017-02-28,3592,0.2,5.0,2017,2,28,1,weekday
